id,"ident","title","image","excerpt","description",is_featured,"starts_at","ends_at","publish_at","expires_at",sort,"created_at","updated_at"
276,"North-Knox-Community-Picnic","North Knox Community Picnic",NULL,"It's time to celebrate our first year in North Knoxville...","It's time to celebrate what God has done during our first year in North Knoxville by having some family fun at the park! We will have a picnic on Sunday, May 19th at Fountain City Park immediately following services. We will provide burgers, hotdogs & bottled water. We are asking that you bring side dishes and drinks for your family plus one. So grab your lawn chairs and sunscreen for a great day at the park, and remember to invite your unchurched family and friends to come join in the fun!",1,NULL,NULL,"2013-04-17 00:00:00","2013-05-20 00:00:00",1,"2015-07-07 12:02:40","2015-07-07 12:02:40"
277,"Pastor-Chris-at-fp-Celebrate","Pastor Chris at fp Celebrate",NULL,"fp Celebrate is excited to have Pastor Chris as the speaker on 5/20...","fp Celebrate is so excited to announce that Pastor Chris Stephens, Senior Pastor of Faith Promise Church, will be back to share with us again on Monday, May 20.

<p>Celebrate meets on Monday nights beginning at 6:00 pm with great food, then a time of awesome worship and a challenging message from a variety of engaging speakers, such as our very own Chad Funk the Pastor of our fp Celebrate Ministry. Following our corporate time together, we have several Celebrate Groups for you to plug into to be ministered to and help you navigate your next steps toward growth and in your walk with God.</p><p>fp Celebrate is a vital part of the Groups Ministry here at Faith Promise Church. As with all of our groups, we focus on creating environments where people encounter God, embrace others, and engage the world around us.</p>",1,NULL,NULL,"2013-04-18 00:00:00","2013-05-21 00:00:00",3,"2015-07-07 12:02:40","2015-07-07 12:02:40"
278,"Family-Photos","Family Photos",NULL,"Had your photos taken on Mother's Day? Get them here...","<p>Did you have your family photo taken at Faith Promise on Mother's Day? If so, you can view and download your photo <a href=\"https://it.thislife.com/TBbrqtVD\">here</a>.
</p>
<p><em>If you post the photo on your Facebook or Twitter, make sure to mention or tag Faith Promise. All photos should be uploaded here by Friday, May 15th.</em></p>",1,NULL,NULL,"2013-05-13 00:00:00","2015-05-25 00:00:00",1,"2015-07-07 12:02:40","2015-05-11 03:24:16"
279,"Jared-Anderson-in-Concert","Jared Anderson in Concert",NULL,"Free concert at Pellissippi Campus on June 3rd at 7:00 pm.","Jared Anderson Night of Worship & Prayer for his Narrow Road Tour. Free concert at the Faith Promise Church Pellissippi Campus on June 3rd at 7:00 pm.",1,NULL,NULL,"2013-05-13 00:00:00","2013-06-04 00:00:00",2,"2015-07-07 12:02:40","2013-06-06 21:53:11"
280,"Passport-Follow-Up","Passport Follow Up",NULL,"Looking for practical ways to put your convictions to action?","Looking for practical ways to put your convictions to action? Check out this <a href=\"https://docs.google.com/document/d/1RnTJdUWvB-WXLgvc_l6gzs5rDVmbchwFW0KJ-ErBePU/edit?usp=sharing\" target=\"_blank\">helpful resource</a>.",1,NULL,NULL,"2013-05-31 00:00:00","2013-06-10 00:00:00",2,"2015-07-07 12:02:40","2013-06-09 03:17:57"
281,"New-to-Faith-Promise?","New to Faith Promise?",NULL,"Times, directions, and what you can expect for you and your family.","<p>Times, directions, and what you can expect for you and your family <a href=\"../what-to-expect\">here</a>.</p>",1,NULL,NULL,"2014-01-02 00:00:00","2013-01-01 11:59:00",2,"2013-06-06 12:48:48","2014-01-02 20:16:14"
282,"Mens-Group-Breakfast","Men's Group Breakfast",NULL,"Men, spend your Saturday morning with UT Chaplain Roger Woods.","<p>Men of Faith Promise, plan on spending your Saturday morning on August 10th for breakfast with UT Chaplain Roger Woods.

Join Chaplain Roger Woods Saturday August 10, 8:30-10:00 am at the Pellissippi Campus as he helps us understand and experience God’s promise and design for us.</p>",1,NULL,NULL,"2013-06-24 00:00:00","2013-08-11 11:59:00",13,"2013-06-24 20:21:38","2013-08-11 03:29:17"
283,"Student-Pool-Party-","Student Pool Party ",NULL,"Hey Students, don’t miss our Student Pool Party this Wednesday night...","Hey Students, don’t miss our Student Pool Party this Wednesday night at the Karns Pool from 6:30-8:30 pm. Students will need to be dropped off and picked up at the Karns Pool (6618 Beaver Ridge Road Knoxville TN). We will have free Bella Roma Pizza and drinks for all students. Remember that girls need a one piece swim suit. 

If you have questions please contact our student office at 865-251-2590 ext. 1305 ",1,NULL,NULL,"2013-07-02 00:00:00","2013-07-04 11:59:00",7,"2013-07-02 14:06:17","2013-07-03 22:01:43"
284,"Kid-Rave","Kid Rave",NULL,"1-3rd graders, here's your opportunity to lead worship!","<p>Kid Rave is designed for kids grades 1-3, and provides kids the opportunity to lead worship during weekend services at fpKids and various other special events during the year.  Rehearsals are filled with fun, laughs, movement, and a focus on an aspect of worship and devotion to God.  Kid Rave members are expected to attend rehearsals, go to one hour of fpKIDS each week, and arrive at least 20 minutes before the start of service each week. </p>

<p>There is a yearly cost of $10. <a href=\"https://integration.fellowshipone.com/integration/FormBuilder/FormBuilder.aspx?fCode=VeYrpRK06jTmmOuZFs/oyg==&cCode=RtKBDolfiPuZJp8o1+0ARA==\" target=\"_blank\">Register here</a>.</p>",1,NULL,NULL,"2012-08-09 00:00:00","2013-08-28 00:00:00",15,"2013-07-03 21:23:14","2013-08-14 18:01:28"
286,"Level-Up!","Level Up!",NULL,"Parents, bring your K-5th graders to a special event on 8/18...","<p>Parents, bring your K-5th graders out for family games, activities, food, and lots of fun on Sunday, August 18 at 2:30 pm.</p>",1,NULL,NULL,"2012-08-19 00:00:00","2013-08-19 00:00:00",5,"2013-07-17 20:12:58","2013-08-14 18:01:28"
287,"fp-Celebrate","fp Celebrate",NULL,"fp Celebrate is expanding to include a weekly Thursday meeting...","<p>fp Celebrate is expanding to include a weekly Thursday afternoon meeting from noon-1:00 pm in room 209. Childcare will not be provided at this time.</p>",1,NULL,NULL,"2013-07-18 00:00:00","2013-08-30 11:59:00",12,"2013-07-18 15:53:16","2013-08-14 18:01:28"
291,"Video-Auditions-for-Kids-","Video Auditions for Kids ",NULL,"Do you have a 7-13 year old child who would like to audition for fpTV?","Do you have a 7-13 year old child who would like to audition for fpTV? Have them recite <a href=\"http://blog.faithpromise.org/wp-content/uploads/2013/08/KID-FPTV-AUDITION-SCRIPT.pdf\" target=\"_blank\">this script</a> and record it using a smart phone or a camera. Then, upload your video to YouTube or Vimeo and email the link to auditions@faithpromise.org. In the subject line, put “FPTV Kid Audition” . In the message body, include the child’s name, age, and who to contact (parent name and phone number).
 
<p>All submissions are due by August 11th. You will hear from a video department representative by August 14th. If chosen for call backs, please be available for Saturday Aug 17th at 10:00 am for a final live audition.</p>",1,NULL,NULL,"2013-08-01 00:00:00","2013-08-12 11:59:00",1,"2013-08-01 21:10:34","2013-08-11 03:29:17"
292,"Blount-Womens-Gathering","Blount Women's Gathering",NULL,"Women, come celebrate Christmas as we enjoy an evening together...","<p>Come celebrate Christmas with us as we enjoy an evening of food, fun, and fellowship at the next Women's Groups Gathering at our Blount Campus. The meal will include a variety of homemade soups and cookies. We will also be doing an ornament exchange, so if you would like to participate, please bring a wrapped Christmas ornament. 

Don't miss this fun evening! Childcare will be provided but must be reserved in advance. 

Register for the event <a href=\"https://integration.fellowshipone.com/integration/FormBuilder/FormBuilder.aspx?fCode=KIGCf301JcSYkoSzKpsNXA==&cCode=RtKBDolfiPuZJp8o1+0ARA==\" target=\"_blank\">here</a>.</p>",1,NULL,NULL,"2013-09-11 00:00:00","2013-12-09 11:59:00",4,"2013-08-13 19:06:09","2013-12-05 16:35:44"
294,"Facebook","Facebook",NULL,"Connect with our Campbell Campus on Facebook for updates...","<p>Connect with our Campbell Campus on Facebook for updates related to our Campbell Campus. <a href=\"http://facebook.com/faithpromiseCAMPBELL\" target=\"_blank\">Click here</a>.
</p><p>Want church-wide updates on Facebook? <a href=\"http://facebook.com/faithpromise\" target=\"_blank\">Click here</a>.</p>",1,NULL,NULL,"2011-09-01 00:00:00","2015-01-01 00:00:00",9,"2013-08-14 01:32:10","2014-12-31 15:38:57"
296,"Watch-Videos","Watch Videos",NULL,"Want to find out what Faith Promise is like? Go here....","<p>Want to find out what Faith Promise is like? Check out the sermon video section of our website by <a href=\"/media\">going here</a>.</p>",1,NULL,NULL,"2013-08-23 00:00:00",NULL,10,"2013-08-23 20:00:49","2015-07-05 02:43:47"
297,"Child-Dedications","Child Dedications",NULL,"Want your child to be dedicated in a worship service?","<p>Do you ever wonder how you’ll survive parenthood? Making the commitment to raise your child to follow Jesus is an excellent first step, and we want to be a part of that decision. Let us join you on this journey! Child Dedications will be held on September 15th.  For more info or to register, <a href=\"/dedication\">click here</a>.</p>",1,NULL,NULL,"2011-02-07 00:00:00","2013-09-16 00:00:00",5,"2013-08-25 18:28:43","2013-08-31 19:10:45"
298,"Sharing-Your-Faith","Sharing Your Faith",NULL,"Looking for resources that will help you share your faith...","<p>Looking for resources that will help you share your faith? Here are a few places to start:

</p><p><a href=\"http://www.billygraham.org/specialsections/touchonelife/touch-one-life.asp\" target=\"_blank\">Billy Graham Association</a></p>

<p><a href=\"http://www.navigators.org/us/view/one-to-one_mr/2010/2010-05/items/Nav%20Tools\" target=\"_blank\">How to Share Christ's Love Visually</a></p>

<p><a href=\"http://www.crosswalk.com/who-is-jesus/evangelism/\" target=\"_blank\">Crosswalk</a></p>

<p><a href=\"http://shareyourfaithapp.com\" target=\"_blank\">Share Your Faith App</a></p>",1,NULL,NULL,"2013-09-12 00:00:00","2013-10-11 11:59:00",12,"2013-09-12 19:00:46","2013-10-03 22:20:40"
299,"Faith-Promise-Fun-Fest","Faith Promise Fun Fest",NULL,"A totally free day of food, inflatables, and live music on Sunday, 10/5...","<p>The Faith Promise Church North Knoxville Campus is hosting a totally free day of food, inflatables, and live music on Sunday, October 5th, from 11:00 am to 3:00 pm at the Knoxville Expo Center. Bring a lawn chair, and prepare for fun!</p>",1,NULL,NULL,"2013-09-16 00:00:00","2014-10-06 11:59:00",4,"2013-09-16 18:32:01","2014-10-05 11:53:43"
300,"Gauntlet-Weekend-2013","Gauntlet Weekend 2013",NULL,"Students, get your bags packed for one adventure filled weekend...","<p>All middle and high school students at our Pellissippi & North Campuses, get your bags packed for one adventure filled weekend November 1-3, 2013: Gauntlet Weekend Ninja Assassins.  Crazy team challenges, plenty of free time, small group discussion, and out of this world worship and teaching. 

For more information and registration, go <a href=\"http://fpstudents.org\" target=\"_blank\">here</a>.</p>",1,NULL,NULL,"2013-09-20 00:00:00","2013-11-01 11:59:00",3,"2013-09-20 08:19:50","2013-10-17 16:52:25"
301,"Auditions","Auditions",NULL,"Want to audition for the band or praise team? Auditions are due by 10/31...","<p>Want to audition for the band or praise team? Video auditions are due by October 31st. Send a YouTube link of your video audition to <a href=\"mailto:auditions@faithpromise.org\">auditions@faithpromise.org</a>.</p>",1,NULL,NULL,"2013-09-25 00:00:00","2013-11-01 11:59:00",5,"2013-09-25 18:52:20","2013-10-17 16:52:25"
302,"Video-Daily-Devotionals","Video Daily Devotionals",NULL,"Take the alignment to the next level by watching these video devotionals...","<p>As we progress through the \"I Am Faith Promise\" series on the weekends and in group, take the alignment to the next level by watching these 30 video devotionals by Pastor Chris and Michele Stephens. <a href=\"https://vimeo.com/album/2710790\" target=\"_blank\">Go here</a>.</p>",1,NULL,NULL,"2014-02-02 00:00:00","2014-03-23 11:59:00",4,"2013-10-02 03:51:12","2014-03-11 20:40:30"
303,"Club-45-Aftershock","Club 45 Aftershock",NULL,"Aftershock is an after-church event for our Club 45 kids...","<p>AFTERSHOCK is designed for all 4th and 5th graders to come together for pizza, a video game truck, and other crazy fun! Get to know your friends and leaders better as we hang out after church. Bring a friend and $3!</p>",1,NULL,NULL,"2013-10-02 00:00:00","2015-04-20 11:59:00",11,"2013-10-03 21:23:54","2015-04-16 20:18:54"
305,"Trunk-or-Treat","Trunk or Treat",NULL,"Looking for a fun place to get free candy and have a great time?","<p>Looking for a fun place to get free candy and have a great time? Join us for our Trunk or Treat! This free event at our Anderson Campus is open to the community.</p>",1,NULL,NULL,"2013-10-17 00:00:00","2013-11-01 01:00:00",2,"2013-10-17 16:51:41","2013-10-22 21:09:42"
306,"Christmas-Celebration","Christmas Celebration",NULL,"Join us for a Christmas Celebration and wrapping Angel Tree gifts...","<p>Christmas Celebration
& Angel Tree Wrapping<br />
Sunday, December 7</p>

<p>Bring a dessert to share. Wrapping party begins at 6:00 pm followed by great Christmas worship and dessert.</p>

<p>A cookie decoration station & Christmas photo area will be available for your family to enjoy.</p>",1,NULL,NULL,"2009-11-11 00:00:00","2014-12-08 00:00:00",3,"2013-11-20 02:43:46","2014-11-20 17:06:28"
307,"Family-Movie-Night","Family Movie Night",NULL,"Join us for an evening of family fun as we watch Finding Nemo...","Join us for an evening of family fun as we watch Finding Nemo from 7-9:00 pm at the Campbell Campus. Popcorn and drinks are provided.",1,NULL,NULL,"2013-11-25 00:00:00","2014-04-12 11:59:00",6,"2013-11-25 21:45:58","2014-04-07 13:18:20"
308,"Angels-Anonymous","Angels Anonymous",NULL,"Join us as we present the Christmas story from the perspective of angels.","<p>Join us as we present the Christmas story from the perspective of the angels. For campus times and info, <a href=\"/angels\">go here</a>.</p>",1,NULL,NULL,"2013-11-26 00:00:00","2013-12-16 08:00:00",1,"2013-11-26 22:23:54","2013-12-16 13:51:35"
309,"The-Nativity-Live","The Nativity Live",NULL,"Parents! While you're enjoying Angels Anonymous, your kids will take part...","<p>Parents! While you're enjoying Angels Anonymous, your kids will take part in the story of Jesus' birth. For more information, <a href=\"/angels\">go here</a>.</p>",1,NULL,NULL,"2013-12-05 00:00:00","2013-12-16 08:00:00",2,"2013-12-05 16:34:48","2013-12-16 13:51:55"
311,"Bible-Reading-Plan-&-Fast","Bible Reading Plan & Fast",NULL,"Information about our church-wide Bible reading plan and fast...","<p>Ever considered reading through the Bible? Beginning January 1st, all of Faith Promise will once again begin reading the same <a href=\"/bibleplan\">Bible plan</a> for 2015. In addition, January 5th, we will begin a three-week fast together. 

Pick up a copy of the devotional booklet at your campus, or <a href=\"http://blog.faithpromise.org/wp-content/uploads/2015/01/fasting-booklet-inside-2015.pdf\" target=\"_blank\">download it here</a>.</p>",1,NULL,NULL,"2013-12-23 00:00:00","2015-12-31 11:59:00",1,"2013-12-23 19:05:49","2015-07-05 02:43:47"
312,"Fusion-Weekend-2014","Fusion Weekend 2014",NULL,"Students, join us for one incredible weekend!","<p>Students, join us as all our campuses come together for one incredible weekend of worship, studying the word, and serving our community.  It’s one huge weekend sleep over, that will surely change your life forever!

For more information and to register, <a href=\"http://fpstudents.org/fusion-weekend-2014/\" target=\"_blank\">go here</a>.</p>",1,NULL,NULL,"2014-01-02 00:00:00","2014-02-24 11:59:00",12,"2014-01-02 18:09:34","2014-02-10 19:01:24"
313,"Polar-Plunge","Polar Plunge",NULL,"Ready to take an ice-cold dip in the river?","<p>Ready to take an ice-cold dip in the river? Faith Promise Church Anderson Country Campus presents Polar Plunge 2014 with all proceeds to benefit the Anderson County Foster Care Association.

Join us on Saturday, January 25th at 9 am at Riverfront Park in Clinton.

We'll have a live band, \"The Shine Effect\" beginning at 9 am, and the Plunge begins at 10 am.

Entry fee: $25 to Plunge
Must be 16 or older to Plunge
First 100 entries will receive a Polar Plunge t-shirt.

Register early online <a href=\"https://integration.fellowshipone.com/integration/login.aspx?ReturnUrl=%2fintegration%2fFormBuilder%2fFormBuilder.aspx%3ffCode%3dEz5L027tl0hiTBKp6hH%2frg%3d%3d%26cCode%3dRtKBDolfiPuZJp8o1%2b0ARA%3d%3d&fCode=Ez5L027tl0hiTBKp6hH/rg==&cCode=RtKBDolfiPuZJp8o1+0ARA==\" target=\"_blank\">here</a> or at the event.</p>",1,NULL,NULL,"2014-01-06 00:00:00","2014-01-26 11:59:00",2,"2014-01-06 16:34:52","2014-01-24 23:26:27"
314,"Weather-Update","Weather Update",NULL,"Student services have been cancelled across all campuses this evening...","Due to forecasted weather conditions, student services have been cancelled across all campuses this evening.",1,NULL,NULL,"2009-02-22 00:00:00","2015-02-26 00:00:00",4,"2014-01-08 21:06:42","2015-02-25 19:24:50"
318,"Groups-Conference","Groups Conference",NULL,"A gathering for group leaders & those interested in leading a group.","<p>Since groups are an integral part of what we do at Faith Promise, our group leaders are very important to us. We want to equip our leaders to Encounter God, Embrace Others, Engage the World Around Us, and Expand God’s Kingdom through their group. 

</p><p>Whether you are an existing leader or you would like to know more about group leadership at Faith Promise, please register for the Come Alive Groups Conference on August 14-15 at the Pellissippi Campus. We will meet Friday from 6-9 pm and Saturday from 8:30 am-12:00 pm. Dinner on Friday and breakfast on Saturday will be provided. Childcare is also available by reservation.</p>

<p><a href=\"https://integration.fellowshipone.com/integration/FormBuilder/FormBuilder.aspx?
fCode=UXhEPpYn8C4a/EjQxDmscA==&cCode=RtKBDolfiPuZJp8o1+0ARA==\" target=\"_blank\">Register here</a>.</p>",1,NULL,NULL,"2014-01-09 00:00:00","2015-08-16 11:59:00",5,"2014-01-09 16:43:15","2015-07-05 02:43:47"
319,"Starting-Point","Starting Point",NULL,"Starting Point is where you can learn key truths of the Christian faith...","<p>With every journey there is always a Starting Point. Faith Promise wants to be at the Starting Point with you. </p>

<p>Starting Point is an accepting, conversational environment where people learn about God’s story and their place in it. Starting Point helps participants explore the Bible and begin to understand key truths of the Christian faith.</p>

<p>Four options:<br />
Thursday, April 9th at 6:30pm, Room 223<br />
Sunday, April 12th at 10:00 am, Room 223<br />
Monday, April 13th at 6:30 pm, Room 209<br />
</p>

<p>Interested? <a href=\"http://fpchur.ch/1sj\" target=\"_blank\">More info here</a>.</p>",1,NULL,NULL,"2014-01-14 00:00:00","2015-04-20 11:59:00",12,"2014-01-14 18:55:48","2015-04-16 20:18:54"
323,"Personal-Finance-Class","Personal Finance Class",NULL,"Find help in managing your finances from a biblical perspective...","<p>At Faith Promise we want to help you grow in all aspects of your life. One the major struggles for most people in our culture is personal financial management. To help with this, we are offering classes to assist people in better understanding their personal finances. The cost for the class is simply to cover materials. We provide the leaders and needed childcare at no cost to you. Please click the link below to register for the class.</p>
 
<p><a href=\"https://integration.fellowshipone.com/integration/FormBuilder/FormBuilder.aspx?fCode=+8v0eWravX6YFGaAxdeiAA==&cCode=RtKBDolfiPuZJp8o1+0ARA==\" target=\"_blank\">Anderson Campus – Monday (6:30pm)</a></p>",1,NULL,NULL,"2014-01-24 00:00:00","2014-02-26 11:59:00",7,"2014-01-24 23:25:59","2014-02-10 19:01:24"
324,"Take-the-Next-Step","Take the Next Step",NULL,"Ready to take your next step? We're here to help you.","<p>Ready to take your next step? We're here to help you move from guest to The Core. Come join us for dinner on March 2nd from 5-7pm to hear Pastor Chris talk about the next steps you can take to get connected at Faith Promise. </p>

<p>To register for the Next Steps Class, <a href=\"/nextsteps\">click here</a>.</p>",1,NULL,NULL,"2009-01-19 00:00:00","2014-03-03 00:00:00",6,"2014-01-28 15:14:38","2014-02-27 21:43:09"
325,"Night-of-Prayer-&-Worship","Night of Prayer & Worship",NULL,"Join us for a night of prayer and worship on Friday, March 14th...","<p>Join us for a night of prayer and worship on Friday, March 14th. There will be a worship set starting at 6:30 pm and then a corporate time of worship at 7:00 pm. Everyone is welcome, and bring a guest.</p>",1,NULL,NULL,"2014-02-27 00:00:00","2014-03-15 11:59:00",5,"2014-02-27 21:42:09","2014-03-11 20:40:30"
326,"28-Days-of-Life","28 Days of Life",NULL,"Join us in serving our community from March 16th to April 13th.","Redefine missions for you, your family, and your group!  Join us in serving our community from March 16-April 13. <a href=\"/28days\">Click here</a>.",1,NULL,NULL,"2014-03-11 00:00:00","2014-04-14 11:59:00",5,"2014-03-11 19:16:43","2014-04-07 13:18:20"
327,"Live-Worship-Recording","Live Worship Recording",NULL,"Our latest recording is now available on iTunes... ","<p>Our latest recording is now available on iTunes. <a href=\"
https://itunes.apple.com/us/album/alive/id866125677\" target=\"_blank\">Get it here</a>. </p>",1,NULL,NULL,"2014-04-01 00:00:00","2014-05-31 11:59:00",5,"2014-04-01 19:27:11","2014-05-28 21:21:46"
328,"2014-Student-Beach-Camp-","2014 Student Beach Camp ",NULL,"Myrtle Beach South Carolina
It’s back and better than ever! ","<p>Myrtle Beach South Carolina
The cost: 249.00 (Deposit of $100 due when registering)

<p>It’s back and better than ever!  Student Beach Camp has returned this year, and we are heading to the beautiful shores of Myrtle Beach South Carolina, for two unique weeks of out of this world worship, teaching, and transformational time with God and some of your best friends.</p>

<p>Students have two weeks of camp to choose from:</p>

<p>Week 1:  June 8th-12th, 2014
Week 2: June 12th-16th, 2014</p>

<p><a href=\"http://fpstudents.org/c/hsm-pel/?tdo_tag=events\" target=\"_blank\">More information here</a>.</p>",1,NULL,NULL,"2014-04-28 00:00:00","2014-06-13 11:59:00",6,"2014-04-28 21:12:33","2014-05-28 21:21:46"
329,"The-Bash-2014","The Bash 2014",NULL,"Celebrate the end of the school year with fpStudents...","<p>Celebrate the end of the school year with fpStudents, and go cray cray with a Quad Bungee Power Jump, Wrecking Ball, Mechanical Bull, Wipe Meltdown Zone, and Battlefield Knoxville! Plus, we are bashing the snot out of old cars! </p>

<p>Join us May 21st from 6:30-8:30 pm at the Pellissippi Campus for this free event!</p>",1,NULL,NULL,"2014-04-28 00:00:00","2014-05-22 11:59:00",7,"2014-04-28 21:16:45","2014-05-18 16:07:57"
330,"Roots-Discussion-Guide","Roots Discussion Guide",NULL,"Want to connect your group experience to our new series?","<p>Want to connect your group experience to our new series, Roots? Discussion guide posted weekly <a href=\"http://blog.faithpromise.org/2014/06/roots-discussion-guide/\" target=\"_blank\">here</a>.</p>",1,NULL,NULL,"2014-05-18 00:00:00","2014-06-29 11:59:00",3,"2014-05-18 16:05:11","2014-06-24 21:21:31"
331,"Up-All-Night-Event","Up All Night Event",NULL,"Students, get one last event in with fpstudents before school starts back...","<p>Students, get one last event in with fpstudents before school starts back. Join us at Wilderness at the Smokies in Sevierville, TN! Wilderness is Tennessee’s largest indoor water park, which features a see-through roof and indoor water park fun!!

<p>This event takes place from 6:00 pm on August 6th to 7:00 am on August 7th and is open to all students!</p>

<p>The cost of admission is $35. To register please call the office 251-2590 ext 1305.</p>",1,NULL,NULL,"2014-07-01 00:00:00","2014-08-08 11:59:00",7,"2014-07-01 19:58:20","2014-08-06 13:45:51"
332,"Church-Offices-Closed","Church Offices Closed",NULL,"The church offices will be closed July 3rd and 4th.","<p>The church offices will be closed July 3rd and 4th, but will reopen on July 7th at 8:00 am.</p>",1,NULL,NULL,"2014-07-03 00:00:00","2014-07-07 11:59:00",6,"2014-07-01 21:28:16","2014-07-01 21:28:26"
333,"For-King-and-Country-Tour","For King and Country Tour",NULL,"We're hosting For King and Country at our Pellissippi Campus on 9/22...","<p>Faith Promise Church will be hosting For King and Country at our Pellissippi Campus on Monday, September 22nd at 7:00 pm.

</p><p>Tickets are $10, and can be purchased  <a href=\"http://jamp.to/37c4aa?jch=FPC\">here</a>.</p>",1,NULL,NULL,"2014-07-30 00:00:00","2014-09-22 11:59:00",6,"2014-07-30 18:07:30","2014-09-17 18:52:43"
334,"Womens-Conference","Women's Conference",NULL,"Join us for a church-wide conference for women...","<p>The 2014 Bold Conference will be held on Friday, September 26, in the Worship Center at the Pellissippi Campus. We will experience an incredible time as we learn more about the ROAR - the BOLDNESS we have in Christ. Dinner and childcare are provided. The evening will begin with registration opening at 5:00 pm and dinner at 5:45 pm. The evening will conclude at 9:00 pm.

</p><p>Register <a href=\"https://integration.fellowshipone.com/integration/FormBuilder/FormBuilder.aspx?fCode=p4ZU8DehLcRADBM7MESjMg==&cCode=RtKBDolfiPuZJp8o1+0ARA==\" target=\"_blank\">here</a>.</p>",1,NULL,NULL,"2014-08-09 00:00:00","2014-09-27 11:59:00",4,"2014-08-09 21:44:29","2014-09-24 20:30:54"
335,"Guy-Fest-2014","Guy Fest 2014",NULL,"Men, join us a for a fun night of fellowship and great food...","<p>Men, join us a for a fun night of fellowship and great food on Friday, October 3rd.

</p><p>Dinner and part of the evening will take place outdoors so dress casually and bring any tailgate gear or games that you would like to enjoy with others. We also encourage you to bring your sons and be ready to have a great guys night out.</p>

<p>Dinner starts at 6:00 pm at the Pellissippi Campus. If you have wild game or other intriguing meat you would like to share, feel free to bring it. Do not fear though, we will have lots of protein for the crowd. </p>

<p>Note: This event will occur rain or shine.</p>

<p>Register <a href=\"https://integration.fellowshipone.com/integration/FormBuilder/FormBuilder.aspx?fCode=3aqhY0M6FFjQEdwXvU6ULw==&cCode=RtKBDolfiPuZJp8o1+0ARA==\" target=\"_blank\">here</a>.</p>",1,NULL,NULL,"2014-08-09 00:00:00","2014-10-04 11:59:00",3,"2014-08-09 21:49:39","2014-10-02 14:25:44"
336,"Let-Hope-In","Let Hope In",NULL,"Finding freedom from the past. A new sermon series, beginning 9/6....","<p>In this upcoming sermon series, beginning September 6th, we'll talk about moving on from our past and choosing to let hope in.</p>

</p>Find out more, <a href=\"/lethopein\">here</a>.</p>",1,NULL,NULL,"2014-08-24 00:00:00","2014-09-01 11:59:00",4,"2014-08-25 02:56:40","2014-08-27 15:12:37"
337,"Demons---Open-House-Video","Demons - Open House Video",NULL,"If you missed the phenomenal video, click here...","<p>If you missed the phenomenal video from the Open House message or want to see it again, <a href=\"https://www.facebook.com/video.php?v=10152390795747746\" target=\"_blank\">click here</a>.</p>",1,NULL,NULL,"2014-08-27 00:00:00","2014-09-09 11:59:00",8,"2014-08-27 15:10:46","2014-09-06 20:18:05"
338,"Lyndseys-Testimony","Lyndsey's Testimony",NULL,"Lyndsey's powerful testimony of a life set free by God's love.","<p>Following our Open House series at Faith Promise Church, Lyndsey decided that she wanted to break a mirror to show how God had set her free.</p>

<p><a href=\"https://vimeo.com/105442019\" target=\"_blank\">Watch Lyndsey's video here.</a></p>

<p>You can watch videos from the Open House series <a href=\"/series/open-house\">here</a>.</p>",1,NULL,NULL,"2014-09-06 00:00:00","2014-10-06 11:59:00",7,"2014-09-06 20:17:37","2014-10-07 17:49:34"
340,"Fall-Fest","Fall Fest",NULL,"A free event for the Blount County community on 10/26 from 5-7 pm...","<p>Join us and families from all over Blount County for a night of fun for kids and families of all ages.  There will be hayrides, free food, carnival games, door prizes, movies, live music, and a trunk or treat.  This event is totally free as a gift to our community.  Family friendly costumes are welcomed.  </p>",1,NULL,NULL,"2014-10-13 00:00:00","2014-10-27 11:59:00",2,"2014-10-13 19:32:29","2014-10-25 21:35:10"
341,"FIERCE","FIERCE",NULL,"Fierce is a Conference for Girls in 6th to 12th grade on Nov. 7-8.","<p>Fierce is a Conference for Girls in 6th to 12th grade. Friday, November 7th at 6:00 pm till Saturday, November 8th at 3:30 pm.</p>

<p>During this two-day conference, we will spend our time learning about how God created and loves us unconditionally. We'll learn how he desires a relationship with us daily, and how he empowers us to be confident and Fierce!</p>
 
<p>The cost is $25.00. To register, contact Tonja Beaux at TonjaB@faithpromise.org.</p>",1,NULL,NULL,"2014-10-14 00:00:00","2014-11-09 11:59:00",8,"2014-10-14 13:50:11","2014-11-07 21:25:22"
342,"21-Day-Video-Devotionals","21-Day Video Devotionals",NULL,"Join us in our church-wide fast & daily video devotional from Pastor Chris...","<p>From October 26 - November 15, we will join together in a church-wide fast to ask for God's direction and mighty power to fall on our congregation. For helpful information on fasting as well as a daily video devotional from Pastor Chris, <a href=\"https://vimeo.com/album/3084255\" target=\"_blank\">go here</a>.</p>",1,NULL,NULL,"2014-10-20 00:00:00","2014-11-16 11:59:00",3,"2014-10-20 20:47:26","2014-10-25 21:35:10"
343,"Time-Change","Time Change",NULL,"Fall back one hour Saturday night, Nov 1st...","<p>Daylight Savings Time ends this weekend! Remember to set your clocks back one hour Saturday night, November 1st.</p>",1,NULL,NULL,"2014-10-27 00:00:00","2014-11-03 11:59:00",5,"2014-10-25 21:34:22","2014-10-30 15:26:45"
